,InterCloud,t,lat,lon,current_mag,multiplicity_0,accr,error_elps,num_station,geometry
34,0,2023-05-02 18:28:10.201,44.27087,-70.838567,-6754,0,0,20,1,POINT (-70.838567 44.27087)
35,0,2023-05-02 18:27:46.808,44.271871,-70.846104,-9057,0,0,19,5,POINT (-70.846104 44.271871)
36,0,2023-05-02 15:35:23.645,44.272277,-70.800079,-33434,0,0,24,7,POINT (-70.800079 44.272277)
37,0,2023-05-02 18:27:46.766,44.273637,-70.843733,-7375,0,0,19,5,POINT (-70.843733 44.273637)
38,0,2023-05-02 18:28:40.177,44.274834,-70.841077,-21385,0,0,21,8,POINT (-70.841077 44.274834)
39,0,2023-05-02 18:28:40.126,44.275338,-70.843279,-16299,0,0,20,8,POINT (-70.843279 44.275338)
40,0,2023-05-02 15:35:24.082,44.280643,-70.787525,-5843,0,0,17,7,POINT (-70.787525 44.280643)
41,0,2023-05-02 15:35:23.656,44.283432,-70.804331,-14440,0,0,22,7,POINT (-70.804331 44.283432)
42,0,2023-05-02 18:27:46.633,44.289215,-70.839918,-8632,0,0,18,5,POINT (-70.839918 44.289215)
43,0,2023-05-02 15:37:36.824,44.295212,-70.807502,-5839,0,0,15,3,POINT (-70.807502 44.295212)
44,0,2023-05-02 18:30:30.869,44.307184,-70.860506,-7771,0,0,20,5,POINT (-70.860506 44.307184)
45,0,2023-05-02 15:40:12.610,44.30941,-70.758004,-2680,0,0,13,3,POINT (-70.758004 44.30941)
46,0,2023-05-02 15:42:42.036,44.309624,-70.76864,-5730,0,0,17,8,POINT (-70.76864 44.309624)
47,0,2023-05-02 15:42:42.500,44.315729,-70.684733,-19839,0,0,24,8,POINT (-70.684733 44.315729)
48,0,2023-05-02 15:45:25.331,44.348776,-70.842786,-4630,0,0,21,8,POINT (-70.842786 44.348776)
49,0,2023-05-02 15:45:25.386,44.3569,-70.820768,-2206,0,0,12,8,POINT (-70.820768 44.3569)
50,0,2023-05-02 15:45:25.365,44.370203,-70.829954,-2481,0,0,9,8,POINT (-70.829954 44.370203)
51,0,2023-05-02 15:50:58.718,44.408251,-70.848585,-2272,0,0,16,5,POINT (-70.848585 44.408251)
52,0,2023-05-02 16:01:05.627,44.433315,-70.69952,-17568,0,0,23,6,POINT (-70.69952 44.433315)
53,0,2023-05-02 16:01:05.643,44.433423,-70.704913,-14356,0,0,20,6,POINT (-70.704913 44.433423)
54,0,2023-05-02 16:01:05.196,44.477826,-70.925938,13647,0,0,22,6,POINT (-70.925938 44.477826)
55,0,2023-05-02 18:58:15.335,44.481617,-70.963054,-3731,0,0,20,3,POINT (-70.963054 44.481617)
56,0,2023-05-02 19:40:54.727,44.846397,-71.309904,-2623,0,0,16,4,POINT (-71.309904 44.846397)
57,0,2023-05-02 17:14:18.120,46.338131,-72.142138,-3539,0,0,14,1,POINT (-72.142138 46.338131)
58,0,2023-05-02 17:17:53.762,46.339841,-72.193812,-6534,0,0,19,3,POINT (-72.193812 46.339841)
59,0,2023-05-02 17:17:53.813,46.352314,-72.179171,-7919,0,0,24,3,POINT (-72.179171 46.352314)
60,0,2023-05-02 17:26:17.710,46.441283,-72.276212,58824,0,0,24,4,POINT (-72.276212 46.441283)
61,0,2023-05-02 17:32:11.866,46.444636,-72.3023,-14894,0,0,23,6,POINT (-72.3023 46.444636)
62,0,2023-05-02 17:31:12.212,46.447623,-72.298529,33723,0,0,29,1,POINT (-72.298529 46.447623)
63,0,2023-05-02 17:32:11.608,46.449569,-72.308422,46558,0,0,33,6,POINT (-72.308422 46.449569)
64,0,2023-05-02 17:36:57.190,46.460173,-72.368125,76382,0,0,31,8,POINT (-72.368125 46.460173)
65,0,2023-05-02 17:39:16.046,46.472027,-72.416668,13270,0,0,26,8,POINT (-72.416668 46.472027)
66,0,2023-05-02 17:43:40.127,46.475359,-72.367403,-13651,0,0,30,5,POINT (-72.367403 46.475359)
67,0,2023-05-02 17:39:16.099,46.488654,-72.428216,-6631,0,0,22,8,POINT (-72.428216 46.488654)
68,0,2023-05-02 17:39:16.424,46.490338,-72.431076,-5488,0,0,17,8,POINT (-72.431076 46.490338)
69,0,2023-05-02 17:43:39.905,46.495314,-72.307058,-6968,0,0,17,5,POINT (-72.307058 46.495314)
70,0,2023-05-02 17:33:45.640,46.505605,-72.358129,-2329,0,0,11,3,POINT (-72.358129 46.505605)
71,0,2023-05-02 17:36:57.222,46.507335,-72.341617,-6143,0,0,23,8,POINT (-72.341617 46.507335)
72,0,2023-05-02 21:52:22.061,47.908269,-81.985164,-3323,0,0,22,8,POINT (-81.985164 47.908269)
73,0,2023-05-02 22:00:13.334,47.941071,-82.009339,-3063,0,0,16,3,POINT (-82.009339 47.941071)
74,0,2023-05-02 20:47:40.303,46.561609,-76.820139,-4584,0,0,22,5,POINT (-76.820139 46.561609)
75,0,2023-05-02 20:47:40.223,46.603625,-76.840591,-6139,0,0,32,5,POINT (-76.840591 46.603625)
76,0,2023-05-02 20:47:40.181,46.605067,-76.839285,-10988,0,0,37,5,POINT (-76.839285 46.605067)
77,0,2023-05-02 19:32:11.289,45.914603,-79.65453,26313,0,0,34,3,POINT (-79.65453 45.914603)
78,0,2023-05-02 19:33:20.712,45.933119,-79.6738,19570,0,0,36,1,POINT (-79.6738 45.933119)
79,0,2023-05-02 22:43:16.950,47.007798,-77.786016,-2323,0,0,13,2,POINT (-77.786016 47.007798)
80,0,2023-05-02 23:21:47.429,47.046157,-78.012685,13555,0,0,24,3,POINT (-78.012685 47.046157)
81,0,2023-05-02 22:13:42.813,47.242973,-77.044658,-9679,0,0,31,4,POINT (-77.044658 47.242973)
82,0,2023-05-02 22:13:42.807,47.273608,-77.070952,-167754,0,0,46,4,POINT (-77.070952 47.273608)
83,0,2023-05-02 16:16:57.330,45.543778,-73.650419,-9240,0,0,19,2,POINT (-73.650419 45.543778)
84,0,2023-05-02 19:44:27.676,44.884514,-74.385442,8259,0,0,29,4,POINT (-74.385442 44.884514)
85,0,2023-05-02 19:49:07.793,44.938603,-74.405047,-2624,0,0,22,2,POINT (-74.405047 44.938603)
86,0,2023-05-02 20:00:15.955,44.939105,-74.398012,-2151,0,0,10,11,POINT (-74.398012 44.939105)
87,0,2023-05-02 20:00:15.928,44.941704,-74.401399,-2370,0,0,15,11,POINT (-74.401399 44.941704)
88,0,2023-05-02 20:00:15.614,44.944105,-74.402784,8452,0,0,23,11,POINT (-74.402784 44.944105)
89,0,2023-05-02 20:00:15.877,44.95462,-74.381937,-2430,0,0,6,11,POINT (-74.381937 44.95462)
90,0,2023-05-02 16:48:06.526,45.709728,-74.187745,-9563,0,0,27,12,POINT (-74.187745 45.709728)
91,0,2023-05-02 16:48:06.466,45.727035,-74.176083,-3682,0,0,22,12,POINT (-74.176083 45.727035)
92,0,2023-05-02 21:01:52.512,45.491529,-73.523412,-3046,0,0,20,6,POINT (-73.523412 45.491529)
93,0,2023-05-02 21:05:30.268,45.502899,-73.566895,22677,0,0,21,1,POINT (-73.566895 45.502899)
94,0,2023-05-02 21:53:05.948,45.559036,-73.191066,-3908,0,0,17,3,POINT (-73.191066 45.559036)
95,0,2023-05-02 21:57:45.360,45.56778,-73.199539,-3170,0,0,15,4,POINT (-73.199539 45.56778)
96,0,2023-05-02 21:50:30.035,45.571147,-73.156592,-1823,0,0,14,3,POINT (-73.156592 45.571147)
97,0,2023-05-02 21:50:30.041,45.574909,-73.170113,-8225,0,0,21,3,POINT (-73.170113 45.574909)
98,0,2023-05-02 21:57:45.359,45.58034,-73.205303,-5731,0,0,18,4,POINT (-73.205303 45.58034)
99,0,2023-05-02 17:04:55.644,46.005371,-73.202726,-2953,0,0,8,1,POINT (-73.202726 46.005371)
100,0,2023-05-02 17:12:25.245,46.264269,-73.32683,-13882,0,0,17,9,POINT (-73.32683 46.264269)
101,0,2023-05-02 18:29:52.783,46.28338,-73.142794,-3105,0,0,20,3,POINT (-73.142794 46.28338)
102,0,2023-05-02 16:22:34.208,45.60042,-73.70157,-9383,0,0,22,1,POINT (-73.70157 45.60042)
103,0,2023-05-02 16:30:01.849,45.626398,-73.725015,-6213,0,0,20,5,POINT (-73.725015 45.626398)
104,0,2023-05-02 16:32:09.046,45.629638,-73.784836,-10366,0,0,22,6,POINT (-73.784836 45.629638)
105,0,2023-05-02 16:35:14.412,45.636479,-73.868264,-10503,0,0,26,9,POINT (-73.868264 45.636479)
106,0,2023-05-02 16:34:16.018,45.644688,-73.738178,-25003,0,0,26,8,POINT (-73.738178 45.644688)
107,0,2023-05-02 16:25:59.479,45.654291,-74.030088,-3427,0,0,15,3,POINT (-74.030088 45.654291)
108,0,2023-05-02 16:38:46.205,45.654805,-73.804565,-2596,0,0,12,5,POINT (-73.804565 45.654805)
109,0,2023-05-02 16:38:46.238,45.656367,-73.810279,-6139,0,0,30,5,POINT (-73.810279 45.656367)
110,0,2023-05-02 16:27:42.998,45.659963,-73.983382,-5446,0,0,19,3,POINT (-73.983382 45.659963)
111,0,2023-05-02 16:49:17.292,45.66847,-74.101195,-34647,0,0,33,7,POINT (-74.101195 45.66847)
112,0,2023-05-02 21:26:58.373,45.615331,-73.522616,-10988,0,0,26,5,POINT (-73.522616 45.615331)
113,0,2023-05-02 21:28:46.050,45.616531,-73.521782,-2380,0,0,16,3,POINT (-73.521782 45.616531)
114,0,2023-05-02 21:32:08.161,45.631685,-73.620999,-2375,0,0,16,2,POINT (-73.620999 45.631685)
115,0,2023-05-02 21:25:26.718,45.643548,-73.556136,-7364,0,0,23,4,POINT (-73.556136 45.643548)
116,0,2023-05-02 21:35:52.754,45.647678,-73.543104,-4704,0,0,18,1,POINT (-73.543104 45.647678)
117,0,2023-05-02 21:34:05.357,45.655716,-73.540021,-2122,0,0,14,3,POINT (-73.540021 45.655716)
118,0,2023-05-02 21:39:58.960,45.666264,-73.538288,-6524,0,0,21,3,POINT (-73.538288 45.666264)
119,0,2023-05-02 17:03:29.707,45.672228,-73.588556,-54271,0,0,38,17,POINT (-73.588556 45.672228)
120,0,2023-05-02 17:03:29.724,45.672286,-73.587402,-11022,0,0,28,17,POINT (-73.587402 45.672286)
121,0,2023-05-02 21:35:11.421,45.674076,-73.554849,-7001,0,0,28,4,POINT (-73.554849 45.674076)
122,0,2023-05-02 19:44:51.867,46.516503,-76.241265,-4043,0,0,15,2,POINT (-76.241265 46.516503)
123,0,2023-05-02 19:41:56.658,46.53654,-76.233221,-3842,0,0,13,1,POINT (-76.233221 46.53654)
124,0,2023-05-02 20:03:18.745,46.541806,-76.329302,95147,0,0,46,1,POINT (-76.329302 46.541806)
125,0,2023-05-02 20:06:21.807,46.54887,-76.386305,-2245,0,0,11,3,POINT (-76.386305 46.54887)
126,0,2023-05-02 20:40:42.146,45.328403,-75.438744,-4457,0,0,21,3,POINT (-75.438744 45.328403)
127,0,2023-05-02 19:32:51.753,46.509849,-75.748923,-6855,0,0,23,5,POINT (-75.748923 46.509849)
128,0,2023-05-02 20:15:11.362,47.088912,-75.449284,-2143,0,0,10,1,POINT (-75.449284 47.088912)
129,0,2023-05-02 20:16:02.505,47.145282,-75.484176,-5429,0,0,25,3,POINT (-75.484176 47.145282)
130,0,2023-05-02 18:46:36.381,46.107853,-74.996593,-2640,0,0,9,13,POINT (-74.996593 46.107853)
131,0,2023-05-02 18:46:36.351,46.123107,-75.033347,-2722,0,0,11,13,POINT (-75.033347 46.123107)
132,0,2023-05-02 18:46:36.836,46.194164,-74.72886,-2329,0,0,11,8,POINT (-74.72886 46.194164)
133,0,2023-05-02 18:32:28.143,46.21578,-75.075194,-9033,0,0,36,1,POINT (-75.075194 46.21578)
134,0,2023-05-02 18:36:44.084,46.254493,-74.771604,-3867,0,0,24,3,POINT (-74.771604 46.254493)
135,0,2023-05-02 18:46:35.793,46.259082,-74.828214,-29436,0,0,37,8,POINT (-74.828214 46.259082)
136,0,2023-05-02 18:46:35.821,46.264651,-74.825813,-11061,0,0,32,8,POINT (-74.825813 46.264651)
137,0,2023-05-02 18:46:36.161,46.26547,-74.790096,-7432,0,0,28,8,POINT (-74.790096 46.26547)
138,0,2023-05-02 18:46:36.197,46.26553,-74.78369,-4760,0,0,21,8,POINT (-74.78369 46.26553)
139,0,2023-05-02 18:35:55.870,46.270297,-74.746036,-4614,0,0,22,5,POINT (-74.746036 46.270297)
140,0,2023-05-02 18:35:56.446,46.273043,-74.760865,-4190,0,0,22,5,POINT (-74.760865 46.273043)
141,0,2023-05-02 18:37:44.575,46.280565,-74.78102,-4087,0,0,16,1,POINT (-74.78102 46.280565)
142,0,2023-05-02 18:35:56.127,46.283968,-74.743229,3542,0,0,23,5,POINT (-74.743229 46.283968)
143,0,2023-05-02 18:51:07.908,46.321869,-74.951972,-2901,0,0,12,1,POINT (-74.951972 46.321869)
144,0,2023-05-02 18:59:47.525,46.360311,-75.095185,-6851,0,0,21,1,POINT (-75.095185 46.360311)
145,0,2023-05-02 18:46:36.278,46.463347,-74.9929,-12828,0,0,35,2,POINT (-74.9929 46.463347)
146,0,2023-05-02 20:16:20.578,47.223224,-75.105199,-4391,0,0,22,1,POINT (-75.105199 47.223224)
147,0,2023-05-02 21:16:48.332,47.488294,-74.989764,-5829,0,0,14,1,POINT (-74.989764 47.488294)
148,0,2023-05-02 16:49:03.620,46.287773,-72.829913,-3315,0,0,13,9,POINT (-72.829913 46.287773)
149,0,2023-05-02 16:28:04.417,46.242563,-72.697484,-4342,0,0,18,4,POINT (-72.697484 46.242563)
150,0,2023-05-02 16:28:04.445,46.242588,-72.669836,-4199,0,0,13,4,POINT (-72.669836 46.242588)
151,0,2023-05-02 16:28:04.248,46.286059,-72.583614,-3389,0,0,14,4,POINT (-72.583614 46.286059)
152,0,2023-05-02 15:06:11.478,44.733712,-72.44818,-2781,0,0,21,23,POINT (-72.44818 44.733712)
153,0,2023-05-02 15:06:11.624,44.734259,-72.447839,-3041,0,0,20,23,POINT (-72.447839 44.734259)
154,0,2023-05-02 15:06:11.490,44.734276,-72.443907,-3655,0,0,16,23,POINT (-72.443907 44.734276)
155,0,2023-05-02 15:06:11.494,44.734556,-72.442471,-3012,0,0,20,23,POINT (-72.442471 44.734556)
156,0,2023-05-02 15:06:11.473,44.735758,-72.443778,-2415,0,0,18,23,POINT (-72.443778 44.735758)
157,0,2023-05-02 15:06:11.696,44.736759,-72.444519,-5007,0,0,22,23,POINT (-72.444519 44.736759)
158,0,2023-05-02 15:06:11.670,44.73766,-72.445556,-12649,0,0,27,23,POINT (-72.445556 44.73766)
159,0,2023-05-02 16:05:28.087,46.1432,-72.497686,-13145,0,0,26,5,POINT (-72.497686 46.1432)
160,0,2023-05-02 16:05:27.853,46.159966,-72.517464,29579,0,0,31,5,POINT (-72.517464 46.159966)
161,0,2023-05-02 19:09:03.187,46.314024,-72.494752,22354,0,0,25,4,POINT (-72.494752 46.314024)
162,0,2023-05-02 19:11:37.734,46.31661,-72.486399,-7222,0,0,23,4,POINT (-72.486399 46.31661)
163,0,2023-05-02 19:07:14.460,46.3232,-72.4521,17616,0,0,7,3,POINT (-72.4521 46.3232)
164,0,2023-05-02 19:13:13.295,46.324138,-72.536995,-3593,0,0,16,4,POINT (-72.536995 46.324138)
165,0,2023-05-02 16:17:21.979,46.370218,-72.48114,-5320,0,0,19,4,POINT (-72.48114 46.370218)
166,0,2023-05-02 16:17:21.936,46.375991,-72.483826,-9786,0,0,22,4,POINT (-72.483826 46.375991)
167,0,2023-05-02 16:20:01.671,46.379125,-72.533396,-8117,0,0,23,5,POINT (-72.533396 46.379125)
168,0,2023-05-02 17:34:54.347,46.435584,-72.306101,4267,0,0,16,1,POINT (-72.306101 46.435584)
169,0,2023-05-02 16:55:15.461,46.301643,-72.982519,-4640,0,0,17,1,POINT (-72.982519 46.301643)
170,0,2023-05-02 16:49:03.602,46.3301,-72.8248,-85290,0,0,23,9,POINT (-72.8248 46.3301)
171,0,2023-05-02 17:01:26.954,46.358875,-73.023005,-4648,0,0,18,8,POINT (-73.023005 46.358875)
172,0,2023-05-02 16:49:03.960,46.361547,-72.80597,-35596,0,0,30,9,POINT (-72.80597 46.361547)
173,0,2023-05-02 17:01:41.682,46.362441,-72.86622,-3897,0,0,19,2,POINT (-72.86622 46.362441)
174,0,2023-05-02 16:49:03.974,46.365721,-72.811649,-9179,0,0,19,9,POINT (-72.811649 46.365721)
175,0,2023-05-02 17:05:33.068,46.367444,-72.763997,-3870,0,0,16,2,POINT (-72.763997 46.367444)
176,0,2023-05-02 17:03:16.755,46.371668,-73.048323,-12603,0,0,19,8,POINT (-73.048323 46.371668)
177,0,2023-05-02 19:05:38.136,46.384314,-72.896429,-15990,0,0,27,4,POINT (-72.896429 46.384314)
178,0,2023-05-02 17:02:27.112,46.392148,-72.862075,3125,0,0,11,1,POINT (-72.862075 46.392148)
179,0,2023-05-02 18:49:00.972,46.34808,-73.186536,-4340,0,0,16,5,POINT (-73.186536 46.34808)
180,0,2023-05-02 18:49:01.470,46.351158,-73.297173,-6960,0,0,18,5,POINT (-73.297173 46.351158)
181,0,2023-05-02 17:00:07.428,46.353685,-73.0742,-16888,0,0,27,5,POINT (-73.0742 46.353685)
182,0,2023-05-02 18:49:00.980,46.354043,-73.183317,-5012,0,0,19,5,POINT (-73.183317 46.354043)
183,0,2023-05-02 17:00:07.504,46.356158,-73.072909,-9256,0,0,25,5,POINT (-73.072909 46.356158)
184,0,2023-05-02 17:04:02.445,46.356938,-73.087701,-2356,0,0,8,3,POINT (-73.087701 46.356938)
185,0,2023-05-02 18:49:56.581,46.357175,-73.21069,-3090,0,0,12,1,POINT (-73.21069 46.357175)
186,0,2023-05-02 18:51:12.730,46.357857,-73.284416,-3639,0,0,10,3,POINT (-73.284416 46.357857)
187,0,2023-05-02 18:51:12.651,46.362015,-73.271263,-22425,0,0,29,3,POINT (-73.271263 46.362015)
188,0,2023-05-02 18:49:00.988,46.363607,-73.171846,-7326,0,0,17,5,POINT (-73.171846 46.363607)
189,0,2023-05-02 19:05:38.686,46.330378,-72.636992,-18736,0,0,28,7,POINT (-72.636992 46.330378)
190,0,2023-05-02 19:08:51.141,46.350105,-72.675004,-3019,0,0,13,5,POINT (-72.675004 46.350105)
191,0,2023-05-02 19:05:38.641,46.35768,-72.617172,-5295,0,0,20,7,POINT (-72.617172 46.35768)
192,0,2023-05-02 19:21:54.467,46.385073,-72.719505,-4969,0,0,15,5,POINT (-72.719505 46.385073)
193,0,2023-05-02 16:21:22.848,46.414985,-72.543114,-4737,0,0,19,2,POINT (-72.543114 46.414985)
194,0,2023-05-02 19:25:52.995,46.421169,-72.730913,-4192,0,0,15,4,POINT (-72.730913 46.421169)
195,0,2023-05-02 19:30:14.946,46.430717,-72.595963,7854,0,0,16,1,POINT (-72.595963 46.430717)
196,0,2023-05-02 17:05:46.826,46.442252,-72.707748,-13162,0,0,30,5,POINT (-72.707748 46.442252)
197,0,2023-05-02 16:46:22.013,46.459303,-72.686507,-10590,0,0,28,2,POINT (-72.686507 46.459303)
198,0,2023-05-02 17:07:09.619,46.475282,-72.69692,-20333,0,0,23,2,POINT (-72.69692 46.475282)
199,0,2023-05-02 16:40:54.379,45.670429,-74.132871,-1904,0,0,15,13,POINT (-74.132871 45.670429)
200,0,2023-05-02 16:27:42.906,45.673244,-74.003814,-3245,0,0,18,3,POINT (-74.003814 45.673244)
201,0,2023-05-02 16:39:44.208,45.677489,-73.835483,-7941,0,0,23,3,POINT (-73.835483 45.677489)
202,0,2023-05-02 16:35:13.769,45.677805,-73.822309,-8178,0,0,24,9,POINT (-73.822309 45.677805)
203,0,2023-05-02 16:32:54.321,45.678214,-73.801182,-8372,0,0,16,3,POINT (-73.801182 45.678214)
204,0,2023-05-02 16:40:54.570,45.680323,-73.950391,-2479,0,0,9,13,POINT (-73.950391 45.680323)
205,0,2023-05-02 16:49:17.387,45.68137,-73.992597,-25644,0,0,34,7,POINT (-73.992597 45.68137)
206,0,2023-05-02 16:38:46.089,45.687966,-74.094725,8451,0,0,26,7,POINT (-74.094725 45.687966)
207,0,2023-05-02 16:42:03.812,45.688706,-74.019312,-12699,0,0,24,12,POINT (-74.019312 45.688706)
208,0,2023-05-02 17:02:28.923,45.689099,-74.096673,-7563,0,0,27,9,POINT (-74.096673 45.689099)
209,0,2023-05-02 16:53:35.177,45.689228,-73.987126,-4784,0,0,21,8,POINT (-73.987126 45.689228)
210,0,2023-05-02 16:53:35.065,45.689583,-73.979624,-49935,0,0,26,8,POINT (-73.979624 45.689583)
211,0,2023-05-02 17:05:15.499,45.693154,-73.773016,-28305,0,0,33,14,POINT (-73.773016 45.693154)
212,0,2023-05-02 17:02:28.922,45.695051,-74.074465,-28902,0,0,27,9,POINT (-74.074465 45.695051)
213,0,2023-05-02 17:11:08.411,45.702463,-73.861788,-33291,0,0,29,27,POINT (-73.861788 45.702463)
214,0,2023-05-02 16:53:35.143,45.702555,-73.989521,-62287,0,0,28,8,POINT (-73.989521 45.702555)
215,0,2023-05-02 17:08:11.698,45.706058,-73.793153,-1718,0,0,10,6,POINT (-73.793153 45.706058)
216,0,2023-05-02 16:47:28.407,45.71852,-73.811903,-4595,0,0,17,2,POINT (-73.811903 45.71852)
217,0,2023-05-02 16:45:03.504,45.72243,-74.104263,-1684,0,0,8,10,POINT (-74.104263 45.72243)
218,0,2023-05-02 16:50:38.426,45.722751,-73.833358,-6857,0,0,29,3,POINT (-73.833358 45.722751)
219,0,2023-05-02 17:03:29.746,45.677049,-73.586008,-13275,0,0,27,17,POINT (-73.586008 45.677049)
220,0,2023-05-02 17:03:29.765,45.68862,-73.581265,-9704,0,0,23,17,POINT (-73.581265 45.68862)
221,0,2023-05-02 22:38:25.383,45.691141,-73.423072,-16837,0,0,31,6,POINT (-73.423072 45.691141)
222,0,2023-05-02 21:44:38.462,45.695077,-73.556279,-12517,0,0,33,5,POINT (-73.556279 45.695077)
223,0,2023-05-02 21:59:13.613,45.710515,-73.541226,-4006,0,0,17,2,POINT (-73.541226 45.710515)
224,0,2023-05-02 22:34:34.176,45.718374,-73.351657,-6486,0,0,24,6,POINT (-73.351657 45.718374)
225,0,2023-05-02 21:44:38.448,45.719629,-73.532344,4816,0,0,15,5,POINT (-73.532344 45.719629)
226,0,2023-05-02 21:57:31.969,45.729314,-73.559551,-18150,0,0,30,2,POINT (-73.559551 45.729314)
227,0,2023-05-02 22:49:35.795,45.735307,-73.384205,-10158,0,0,34,1,POINT (-73.384205 45.735307)
228,0,2023-05-02 21:53:42.665,45.741428,-73.562793,-3066,0,0,18,5,POINT (-73.562793 45.741428)
229,0,2023-05-02 16:43:53.017,45.725403,-74.058097,-9338,0,0,27,7,POINT (-74.058097 45.725403)
230,0,2023-05-02 17:03:29.298,45.728384,-73.748393,-2648,0,0,13,17,POINT (-73.748393 45.728384)
231,0,2023-05-02 16:43:53.046,45.735003,-74.060004,-13595,0,0,32,7,POINT (-74.060004 45.735003)
232,0,2023-05-02 16:46:14.399,45.738847,-74.119184,-12437,0,0,27,3,POINT (-74.119184 45.738847)
233,0,2023-05-02 16:42:53.703,45.739411,-74.162479,-1961,0,0,13,3,POINT (-74.162479 45.739411)
234,0,2023-05-02 16:43:53.436,45.741212,-74.053805,-14732,0,0,27,7,POINT (-74.053805 45.741212)
235,0,2023-05-02 16:42:35.135,45.741722,-74.069942,-3542,0,0,19,5,POINT (-74.069942 45.741722)
236,0,2023-05-02 17:07:34.243,45.74218,-73.699247,-31847,0,0,22,6,POINT (-73.699247 45.74218)
237,0,2023-05-02 16:43:52.996,45.745908,-74.061162,-7810,0,0,28,7,POINT (-74.061162 45.745908)
238,0,2023-05-02 16:45:03.523,45.746376,-74.105469,-11310,0,0,17,10,POINT (-74.105469 45.746376)
239,0,2023-05-02 22:38:25.412,45.741731,-73.433797,-5783,0,0,19,6,POINT (-73.433797 45.741731)
