,YYYY,MM,DD,HH,TEMP_C,RH_PERC, VPD_HPA,WDSPD_KPH,PREC_MM,SNOWD_M,FFMC,DMC,DC,BUI,ISI,FWI,OBSMINUTEDIFFTEMP,OBSMINUTEDIFFRH,OBSMINUTEDIFFWDSPD,OBSMINUTEDIFFPREC,OBSMINUTEDIFFSNOW,HH_format,time
40485,2021,8,14,13,35.081,20.279,45.011,12.092,0.0,0.0,94.901,,,,15.708,53.21,5.0,5.0,5.0,5,,13,2021-08-14 13:00:00
40486,2021,8,14,14,34.912,20.51,44.479,16.29,0.0,0.0,95.107,,,,19.962,61.658,5.0,5.0,5.0,5,,14,2021-08-14 14:00:00
40487,2021,8,14,15,33.721,21.92,40.905,10.95,0.0,0.0,95.115,,,,15.271,52.285,5.0,5.0,5.0,5,,15,2021-08-14 15:00:00
40488,2021,8,14,16,33.967,21.614,41.618,13.444,0.0,0.0,95.15,,,,17.398,56.681,5.0,5.0,5.0,5,,16,2021-08-14 16:00:00
40489,2021,8,14,17,33.988,21.592,41.677,10.943,0.0,0.0,95.177,,,,15.394,52.547,5.0,5.0,5.0,5,,17,2021-08-14 17:00:00
40490,2021,8,14,18,32.784,22.909,38.271,8.8648,0.0,0.0,95.177,,,,13.864,49.219,5.0,5.0,5.0,5,,18,2021-08-14 18:00:00
40491,2021,8,14,19,28.72,35.716,25.359,7.6002,0.0,0.0,94.849,,,,12.437,45.96,5.0,5.0,5.0,5,,19,2021-08-14 19:00:00
40492,2021,8,14,20,26.881,39.7,21.339,8.5911,0.0,0.0,94.407,,,,12.302,45.644,5.0,5.0,5.0,5,,20,2021-08-14 20:00:00
40493,2021,8,14,21,25.96,36.409,21.32,11.889,0.0,0.0,94.099,,,,13.921,49.345,5.0,5.0,5.0,5,,21,2021-08-14 21:00:00
40494,2021,8,14,22,24.968,36.497,20.085,9.3556,0.0,0.0,93.832,,,,11.808,44.469,5.0,5.0,5.0,5,,22,2021-08-14 22:00:00
40495,2021,8,14,23,26.302,38.299,21.122,11.223,0.0,0.0,93.561,,,,12.492,46.089,5.0,5.0,5.0,5,,23,2021-08-14 23:00:00
40496,2021,8,15,0,26.642,34.509,22.911,9.6853,0.0,0.0,93.454,,,,11.391,43.459,5.0,5.0,5.0,5,,00,2021-08-15 00:00:00
40497,2021,8,15,1,27.037,31.678,24.417,18.511,0.0,0.0,93.448,,,,17.753,57.391,5.0,5.0,5.0,5,,01,2021-08-15 01:00:00
40498,2021,8,15,2,27.018,30.031,24.979,15.975,0.0,0.0,93.448,,,,15.624,53.033,5.0,5.0,5.0,5,,02,2021-08-15 02:00:00
40499,2021,8,15,3,27.881,26.516,27.595,14.193,0.0,0.0,93.448,,,,14.282,50.145,5.0,5.0,5.0,5,,03,2021-08-15 03:00:00
40500,2021,8,15,4,26.993,28.105,25.627,13.866,0.0,0.0,93.448,,,,14.049,49.629,5.0,5.0,5.0,5,,04,2021-08-15 04:00:00
40501,2021,8,15,5,26.928,26.179,26.211,18.357,0.0,0.0,93.448,,,,17.616,57.117,5.0,5.0,5.0,5,,05,2021-08-15 05:00:00
40502,2021,8,15,6,27.093,25.754,26.637,14.956,0.0,0.0,93.448,,,,14.842,51.364,5.0,5.0,5.0,5,,06,2021-08-15 06:00:00
40503,2021,8,15,7,27.97,23.112,29.018,11.903,0.0,0.0,93.545,,,,12.898,47.031,5.0,5.0,5.0,5,,07,2021-08-15 07:00:00
40504,2021,8,15,8,30.084,21.124,33.634,4.0116,0.0,0.0,93.767,,,,8.9394,37.159,5.0,5.0,5.0,5,,08,2021-08-15 08:00:00
40505,2021,8,15,9,31.164,22.324,35.205,6.9173,0.0,0.0,93.948,,,,10.612,41.532,5.0,5.0,5.0,5,,09,2021-08-15 09:00:00
40506,2021,8,15,10,31.117,23.501,34.582,9.3965,0.0,0.0,94.038,,,,12.175,45.344,5.0,5.0,5.0,5,,10,2021-08-15 10:00:00
40507,2021,8,15,11,31.215,23.942,34.598,9.6733,0.0,0.0,94.091,,,,12.437,45.96,5.0,5.0,5.0,5,,11,2021-08-15 11:00:00
40508,2021,8,15,12,31.935,24.24,35.882,10.484,0.0,0.0,94.147,707.82,1040.2,698.55,13.056,47.394,5.0,5.0,5.0,5,,12,2021-08-15 12:00:00
40509,2021,8,15,13,32.088,23.94,36.351,7.9821,0.0,0.0,94.209,,,,11.608,43.988,5.0,5.0,5.0,5,,13,2021-08-15 13:00:00
40510,2021,8,15,14,33.279,24.014,38.836,9.6011,0.0,0.0,94.304,,,,12.761,46.715,5.0,5.0,5.0,5,,14,2021-08-15 14:00:00
40511,2021,8,15,15,33.018,26.233,37.144,7.7626,0.0,0.0,94.304,,,,11.632,44.045,5.0,5.0,5.0,5,,15,2021-08-15 15:00:00
40512,2021,8,15,16,31.905,27.348,34.346,5.9975,0.0,0.0,94.304,,,,10.642,41.607,5.0,5.0,5.0,5,,16,2021-08-15 16:00:00
40513,2021,8,15,17,31.844,26.4,34.69,0.81345,0.0,0.0,94.304,,,,8.1956,35.098,5.0,5.0,5.0,5,,17,2021-08-15 17:00:00
40514,2021,8,15,18,29.789,29.538,29.562,7.5873,0.0,0.0,94.304,,,,11.53,43.798,5.0,5.0,5.0,5,,18,2021-08-15 18:00:00
40515,2021,8,15,19,27.896,32.974,25.176,9.5691,0.0,0.0,94.162,,,,12.493,46.092,5.0,5.0,5.0,5,,19,2021-08-15 19:00:00
40516,2021,8,15,20,28.001,34.87,24.62,9.5382,0.0,0.0,93.986,,,,12.174,45.341,5.0,5.0,5.0,5,,20,2021-08-15 20:00:00
40517,2021,8,15,21,28.068,32.246,25.704,10.066,0.0,0.0,93.914,,,,12.377,45.819,5.0,5.0,5.0,5,,21,2021-08-15 21:00:00
40518,2021,8,15,22,28.137,32.382,25.748,9.3887,0.0,0.0,93.85,,,,11.857,44.587,5.0,5.0,5.0,5,,22,2021-08-15 22:00:00
40519,2021,8,15,23,29.145,30.195,28.178,7.4167,0.0,0.0,93.85,,,,10.736,41.842,5.0,5.0,5.0,5,,23,2021-08-15 23:00:00
40520,2021,8,16,0,28.239,32.057,26.056,9.1607,0.0,0.0,93.808,,,,11.653,44.096,5.0,5.0,5.0,5,,00,2021-08-16 00:00:00
40521,2021,8,16,1,29.078,30.485,27.965,6.9527,0.0,0.0,93.808,,,,10.426,41.061,5.0,5.0,5.0,5,,01,2021-08-16 01:00:00
40522,2021,8,16,2,28.92,28.595,28.473,8.0189,0.0,0.0,93.808,,,,11.001,42.503,5.0,5.0,5.0,5,,02,2021-08-16 02:00:00
40523,2021,8,16,3,29.191,28.336,29.001,8.5295,0.0,0.0,93.808,,,,11.288,43.209,5.0,5.0,5.0,5,,03,2021-08-16 03:00:00
40524,2021,8,16,4,27.261,31.705,24.746,9.2088,0.0,0.0,93.759,,,,11.602,43.972,5.0,5.0,5.0,5,,04,2021-08-16 04:00:00
40525,2021,8,16,5,28.275,27.758,27.764,6.8423,0.0,0.0,93.759,,,,10.298,40.734,5.0,5.0,5.0,5,,05,2021-08-16 05:00:00
40526,2021,8,16,6,28.047,28.187,27.226,5.4944,0.0,0.0,93.759,,,,9.6215,38.983,5.0,5.0,5.0,5,,06,2021-08-16 06:00:00
40527,2021,8,16,7,29.111,26.234,29.727,0.0,0.0,0.0,93.759,,,,7.2946,32.488,5.0,5.0,5.0,5,,07,2021-08-16 07:00:00
40528,2021,8,16,8,30.106,25.277,31.887,0.0,0.0,0.0,93.765,,,,7.3005,32.505,5.0,5.0,5.0,5,,08,2021-08-16 08:00:00
40529,2021,8,16,9,31.307,25.489,34.058,1.5756,0.0,0.0,93.799,,,,7.9417,34.376,5.0,5.0,5.0,5,,09,2021-08-16 09:00:00
40530,2021,8,16,10,32.235,25.498,35.912,7.7598,0.0,0.0,93.868,,,,10.95,42.376,5.0,5.0,5.0,5,,10,2021-08-16 10:00:00
40531,2021,8,16,11,34.1,22.939,41.2,7.7248,0.0,0.0,94.13,,,,11.335,43.323,5.0,5.0,5.0,5,,11,2021-08-16 11:00:00
40532,2021,8,16,12,34.232,22.761,41.633,8.147,0.0,0.0,94.348,713.45,1049.4,704.07,11.932,44.765,5.0,5.0,5.0,5,,12,2021-08-16 12:00:00
40533,2021,8,16,13,35.902,19.585,47.521,8.9882,0.0,0.0,94.776,,,,13.204,47.733,5.0,5.0,5.0,5,,13,2021-08-16 13:00:00
40534,2021,8,16,14,36.146,20.493,47.586,8.9523,0.0,0.0,95.056,,,,13.696,48.844,5.0,5.0,5.0,5,,14,2021-08-16 14:00:00
40535,2021,8,16,15,34.813,22.084,43.368,9.1347,0.0,0.0,95.113,,,,13.932,49.371,5.0,5.0,5.0,5,,15,2021-08-16 15:00:00
40536,2021,8,16,16,33.776,25.045,39.379,9.8696,0.0,0.0,95.113,,,,14.458,50.53,5.0,5.0,5.0,5,,16,2021-08-16 16:00:00
40537,2021,8,16,17,33.055,27.372,36.631,8.2814,0.0,0.0,95.113,,,,13.346,48.054,5.0,5.0,5.0,5,,17,2021-08-16 17:00:00
40538,2021,8,16,18,31.585,30.52,32.334,13.004,0.0,0.0,94.999,,,,16.668,55.203,5.0,5.0,5.0,5,,18,2021-08-16 18:00:00
40539,2021,8,16,19,28.658,33.21,26.221,10.482,0.0,0.0,94.758,,,,14.202,49.967,5.0,5.0,5.0,5,,19,2021-08-16 19:00:00
40540,2021,8,16,20,26.937,30.299,24.754,13.647,0.0,0.0,94.599,,,,16.297,54.44,5.0,5.0,5.0,5,,20,2021-08-16 20:00:00
40541,2021,8,16,21,24.931,33.98,20.833,13.651,0.0,0.0,94.313,,,,15.671,53.132,5.0,5.0,5.0,5,,21,2021-08-16 21:00:00
40542,2021,8,16,22,24.986,31.944,21.549,16.889,0.0,0.0,94.121,,,,17.964,57.808,5.0,5.0,5.0,5,,22,2021-08-16 22:00:00
40543,2021,8,16,23,23.97,36.059,19.04,8.8167,0.0,0.0,93.854,,,,11.526,43.788,5.0,5.0,5.0,5,,23,2021-08-16 23:00:00
40544,2021,8,17,0,24.182,34.927,19.621,14.304,0.0,0.0,93.631,,,,14.734,51.131,5.0,5.0,5.0,5,,00,2021-08-17 00:00:00
40545,2021,8,17,1,22.812,38.584,17.081,9.4202,0.0,0.0,93.339,,,,11.06,42.648,5.0,5.0,5.0,5,,01,2021-08-17 01:00:00
40546,2021,8,17,2,21.763,41.225,15.337,7.8933,0.0,0.0,93.012,,,,9.7839,39.408,5.0,5.0,5.0,5,,02,2021-08-17 02:00:00
40547,2021,8,17,3,19.883,45.594,12.631,11.935,0.0,0.0,92.559,,,,11.255,43.127,5.0,5.0,5.0,5,,03,2021-08-17 03:00:00
40548,2021,8,17,4,18.851,45.243,11.922,12.823,0.0,0.0,92.161,,,,11.128,42.816,5.0,5.0,5.0,5,,04,2021-08-17 04:00:00
40549,2021,8,17,5,19.973,46.4,12.518,24.897,0.0,0.0,91.736,,,,19.253,60.314,5.0,5.0,5.0,5,,05,2021-08-17 05:00:00
40550,2021,8,17,6,20.178,45.125,12.996,14.085,0.0,0.0,91.462,,,,10.741,41.854,5.0,5.0,5.0,5,,06,2021-08-17 06:00:00
40551,2021,8,17,7,23.041,33.477,18.738,11.43,0.0,0.0,91.462,,,,9.3956,38.385,5.0,5.0,5.0,5,,07,2021-08-17 07:00:00
40552,2021,8,17,8,24.958,31.735,21.562,8.7956,0.0,0.0,91.481,,,,8.2502,35.252,5.0,5.0,5.0,5,,08,2021-08-17 08:00:00
40553,2021,8,17,9,27.173,27.849,26.016,10.933,0.0,0.0,91.728,,,,9.5163,38.705,5.0,5.0,5.0,5,,09,2021-08-17 09:00:00
40554,2021,8,17,10,29.303,24.587,30.743,13.728,0.0,0.0,92.184,,,,11.685,44.173,5.0,5.0,5.0,5,,10,2021-08-17 10:00:00
40555,2021,8,17,11,29.108,24.782,30.333,15.686,0.0,0.0,92.531,,,,13.542,48.497,5.0,5.0,5.0,5,,11,2021-08-17 11:00:00
40556,2021,8,17,12,28.966,26.8,29.258,10.951,0.0,0.0,92.686,718.0,1057.6,708.54,10.903,42.259,5.0,5.0,5.0,5,,12,2021-08-17 12:00:00
40557,2021,8,17,13,27.973,27.933,27.201,10.462,0.0,0.0,92.723,,,,10.693,41.735,5.0,5.0,5.0,5,,13,2021-08-17 13:00:00
40558,2021,8,17,14,29.027,26.579,29.453,9.3631,0.0,0.0,92.848,,,,10.296,40.73,5.0,5.0,5.0,5,,14,2021-08-17 14:00:00
40559,2021,8,17,15,28.026,30.175,26.438,10.937,0.0,0.0,92.848,,,,11.145,42.859,5.0,5.0,5.0,5,,15,2021-08-17 15:00:00
40560,2021,8,17,16,28.052,32.334,25.652,8.8263,0.0,0.0,92.848,,,,10.021,40.024,5.0,5.0,5.0,5,,16,2021-08-17 16:00:00
40561,2021,8,17,17,27.069,34.309,23.518,9.5507,0.0,0.0,92.848,,,,10.394,40.979,5.0,5.0,5.0,5,,17,2021-08-17 17:00:00
40562,2021,8,17,18,24.702,39.483,18.847,11.366,0.0,0.0,92.658,,,,11.09,42.722,5.0,5.0,5.0,5,,18,2021-08-17 18:00:00
40563,2021,8,17,19,22.682,44.579,15.278,5.3224,0.0,0.0,92.364,,,,7.8462,34.102,5.0,5.0,5.0,5,,19,2021-08-17 19:00:00
40564,2021,8,17,20,21.993,46.486,14.149,1.5853,0.0,0.0,92.099,,,,6.2616,29.315,5.0,5.0,5.0,5,,20,2021-08-17 20:00:00
40565,2021,8,17,21,22.105,46.149,14.32,1.0866,0.0,0.0,91.88,,,,5.9198,28.216,5.0,5.0,5.0,5,,21,2021-08-17 21:00:00
40566,2021,8,17,22,20.213,51.866,11.418,0.87521,0.0,0.0,91.556,,,,5.5938,27.142,5.0,5.0,5.0,5,,22,2021-08-17 22:00:00
40567,2021,8,17,23,22.034,46.366,14.212,7.5881,0.0,0.0,91.333,,,,7.6011,33.391,5.0,5.0,5.0,5,,23,2021-08-17 23:00:00
40568,2021,8,18,0,21.027,49.32,12.632,5.6451,0.0,0.0,91.065,,,,6.6348,30.486,5.0,5.0,5.0,5,,00,2021-08-18 00:00:00
40569,2021,8,18,1,20.985,49.442,12.569,4.0183,0.0,0.0,90.841,,,,5.9199,28.216,5.0,5.0,5.0,5,,01,2021-08-18 01:00:00
40570,2021,8,18,2,19.903,53.03,10.916,1.4202,0.0,0.0,90.584,,,,5.0066,25.138,5.0,5.0,5.0,5,,02,2021-08-18 02:00:00
40571,2021,8,18,3,20.006,49.196,11.89,0.17747,0.0,0.0,90.451,,,,4.6142,23.743,5.0,5.0,5.0,5,,03,2021-08-18 03:00:00
40572,2021,8,18,4,19.788,49.973,11.564,0.067016,0.0,0.0,90.319,,,,4.5029,23.338,5.0,5.0,5.0,5,,04,2021-08-18 04:00:00
40573,2021,8,18,5,18.777,49.881,10.881,6.2939,0.0,0.0,90.13,,,,5.9978,28.469,5.0,5.0,5.0,5,,05,2021-08-18 05:00:00
40574,2021,8,18,6,17.988,52.458,9.8125,5.9288,0.0,0.0,89.899,,,,5.6967,27.484,5.0,5.0,5.0,5,,06,2021-08-18 06:00:00
40575,2021,8,18,7,18.271,51.881,10.112,3.9554,0.0,0.0,89.722,,,,5.0286,25.215,5.0,5.0,5.0,5,,07,2021-08-18 07:00:00
40576,2021,8,18,8,17.975,55.571,9.1636,0.038414,0.0,0.0,89.547,,,,4.0257,21.554,5.0,5.0,5.0,5,,08,2021-08-18 08:00:00
40577,2021,8,18,9,19.2,55.144,9.999,6.2815,0.0,0.0,89.34,,,,5.3523,26.329,5.0,5.0,5.0,5,,09,2021-08-18 09:00:00
40578,2021,8,18,10,21.316,48.453,13.075,6.6397,0.0,0.0,89.34,,,,5.4498,26.659,5.0,5.0,5.0,5,,10,2021-08-18 10:00:00
40579,2021,8,18,11,22.235,45.619,14.607,5.2923,0.0,0.0,89.34,,,,5.0921,25.436,5.0,5.0,5.0,5,,11,2021-08-18 11:00:00
40580,2021,8,18,12,24.099,40.542,17.836,6.7215,0.0,0.0,89.398,721.09,1065.0,711.61,5.518,26.888,5.0,5.0,5.0,5,,12,2021-08-18 12:00:00
40581,2021,8,18,13,24.264,40.543,18.044,9.7987,0.0,0.0,89.455,,,,6.4966,30.056,5.0,5.0,5.0,5,,13,2021-08-18 13:00:00
40582,2021,8,18,14,24.231,40.739,17.944,10.377,0.0,0.0,89.497,,,,6.7287,30.776,5.0,5.0,5.0,5,,14,2021-08-18 14:00:00
40583,2021,8,18,15,24.125,38.823,18.395,10.504,0.0,0.0,89.588,,,,6.8609,31.181,5.0,5.0,5.0,5,,15,2021-08-18 15:00:00
40584,2021,8,18,16,24.995,38.77,19.394,8.6114,0.0,0.0,89.689,,,,6.3284,29.526,5.0,5.0,5.0,5,,16,2021-08-18 16:00:00
40585,2021,8,18,17,23.887,38.465,18.241,6.717,0.0,0.0,89.748,,,,5.8011,27.828,5.0,5.0,5.0,5,,17,2021-08-18 17:00:00
40586,2021,8,18,18,22.957,38.057,17.359,6.8419,0.0,0.0,89.785,,,,5.8688,28.049,5.0,5.0,5.0,5,,18,2021-08-18 18:00:00
40587,2021,8,18,19,22.082,40.404,15.841,1.6861,0.0,0.0,89.785,,,,4.526,23.423,5.0,5.0,5.0,5,,19,2021-08-18 19:00:00
40588,2021,8,18,20,21.016,43.125,14.168,8.4375,0.0,0.0,89.785,,,,6.3601,29.627,5.0,5.0,5.0,5,,20,2021-08-18 20:00:00
40589,2021,8,18,21,19.62,47.027,12.109,0.0,0.0,0.0,89.752,,,,4.1376,21.98,5.0,5.0,5.0,5,,21,2021-08-18 21:00:00
40590,2021,8,18,22,18.804,48.567,11.161,6.2404,0.0,0.0,89.658,,,,5.5904,27.131,5.0,5.0,5.0,5,,22,2021-08-18 22:00:00
40591,2021,8,18,23,18.88,49.058,11.11,9.0292,0.0,0.0,89.559,,,,6.3433,29.573,5.0,5.0,5.0,5,,23,2021-08-18 23:00:00
40592,2021,8,19,0,18.984,45.346,12.007,9.0202,0.0,0.0,89.554,,,,6.3363,29.551,5.0,5.0,5.0,5,,00,2021-08-19 00:00:00
40593,2021,8,19,1,18.133,43.384,11.823,13.045,0.0,0.0,89.554,,,,7.7607,33.855,5.0,5.0,5.0,5,,01,2021-08-19 01:00:00
40594,2021,8,19,2,20.096,25.225,17.581,15.233,0.0,0.0,89.977,,,,9.207,37.882,5.0,5.0,5.0,5,,02,2021-08-19 02:00:00
40595,2021,8,19,3,18.671,43.187,12.236,8.9049,0.0,0.0,89.962,,,,6.6788,30.622,5.0,5.0,5.0,5,,03,2021-08-19 03:00:00
40596,2021,8,19,4,16.881,49.767,9.6592,1.6658,0.0,0.0,89.821,,,,4.5445,23.49,5.0,5.0,5.0,5,,04,2021-08-19 04:00:00
40597,2021,8,19,5,16.072,41.479,10.696,11.57,0.0,0.0,89.809,,,,7.4729,33.015,5.0,5.0,5.0,5,,05,2021-08-19 05:00:00
40598,2021,8,19,6,17.715,39.237,12.353,0.0,0.0,0.0,89.809,,,,4.1715,22.108,5.0,5.0,5.0,5,,06,2021-08-19 06:00:00
40599,2021,8,19,7,17.91,49.207,10.426,0.0,0.0,0.0,89.727,,,,4.1228,21.924,5.0,5.0,5.0,5,,07,2021-08-19 07:00:00
40600,2021,8,19,8,19.197,39.957,13.371,6.1012,0.0,0.0,89.727,,,,5.6068,27.185,5.0,5.0,5.0,5,,08,2021-08-19 08:00:00
40601,2021,8,19,9,21.536,35.576,16.576,6.6749,0.0,0.0,89.8,,,,5.8317,27.928,5.0,5.0,5.0,5,,09,2021-08-19 09:00:00
40602,2021,8,19,10,23.012,35.596,18.115,5.2232,0.0,0.0,89.898,,,,5.4974,26.819,5.0,5.0,5.0,5,,10,2021-08-19 10:00:00
40603,2021,8,19,11,22.996,30.844,19.434,8.3071,0.0,0.0,90.141,,,,6.6488,30.529,5.0,5.0,5.0,5,,11,2021-08-19 11:00:00
40604,2021,8,19,12,23.217,32.738,19.162,9.0984,0.0,0.0,90.292,724.47,1072.2,714.95,7.0708,31.818,5.0,5.0,5.0,5,,12,2021-08-19 12:00:00
40605,2021,8,19,13,23.953,33.099,19.91,10.297,0.0,0.0,90.434,,,,7.6647,33.576,5.0,5.0,5.0,5,,13,2021-08-19 13:00:00
40606,2021,8,19,14,24.969,26.925,23.116,6.5204,0.0,0.0,90.791,,,,6.6675,30.587,5.0,5.0,5.0,5,,14,2021-08-19 14:00:00
40607,2021,8,19,15,25.27,25.728,23.925,7.6091,0.0,0.0,91.153,,,,7.4171,32.851,5.0,5.0,5.0,5,,15,2021-08-19 15:00:00
40608,2021,8,19,16,25.019,32.034,21.567,4.8093,0.0,0.0,91.211,,,,6.4947,30.049,5.0,5.0,5.0,5,,16,2021-08-19 16:00:00
40609,2021,8,19,17,23.888,33.813,19.61,6.4966,0.0,0.0,91.211,,,,7.071,31.818,5.0,5.0,5.0,5,,17,2021-08-19 17:00:00
40610,2021,8,19,18,22.916,36.079,17.865,0.12417,0.0,0.0,91.211,,,,5.1289,25.563,5.0,5.0,5.0,5,,18,2021-08-19 18:00:00
40611,2021,8,19,19,22.353,34.399,17.891,6.4108,0.0,0.0,91.211,,,,7.0405,31.726,5.0,5.0,5.0,5,,19,2021-08-19 19:00:00
40612,2021,8,19,20,20.046,45.982,12.667,0.48664,0.0,0.0,91.071,,,,5.1201,25.533,5.0,5.0,5.0,5,,20,2021-08-19 20:00:00
40613,2021,8,19,21,20.195,43.022,13.478,9.4365,0.0,0.0,90.955,,,,7.906,34.274,5.0,5.0,5.0,5,,21,2021-08-19 21:00:00
40614,2021,8,19,22,19.923,42.796,13.32,5.5924,0.0,0.0,90.864,,,,6.4296,29.845,5.0,5.0,5.0,5,,22,2021-08-19 22:00:00
40615,2021,8,19,23,19.872,43.241,13.183,0.29431,0.0,0.0,90.798,,,,4.8773,24.684,5.0,5.0,5.0,5,,23,2021-08-19 23:00:00
40616,2021,8,20,0,18.977,45.645,11.935,5.4788,0.0,0.0,90.651,,,,6.2022,29.126,5.0,5.0,5.0,5,,00,2021-08-20 00:00:00
40617,2021,8,20,1,17.923,45.788,11.142,6.0458,0.0,0.0,90.501,,,,6.2464,29.266,5.0,5.0,5.0,5,,01,2021-08-20 01:00:00
40618,2021,8,20,2,18.798,48.679,11.144,6.0062,0.0,0.0,90.319,,,,6.0732,28.712,5.0,5.0,5.0,5,,02,2021-08-20 02:00:00
40619,2021,8,20,3,16.929,51.907,9.2607,7.4834,0.0,0.0,90.056,,,,6.3011,29.44,5.0,5.0,5.0,5,,03,2021-08-20 03:00:00
40620,2021,8,20,4,19.187,45.168,12.209,8.8929,0.0,0.0,89.999,,,,6.7103,30.719,5.0,5.0,5.0,5,,04,2021-08-20 04:00:00
40621,2021,8,20,5,18.91,49.416,11.051,5.218,0.0,0.0,89.864,,,,5.469,26.724,5.0,5.0,5.0,5,,05,2021-08-20 05:00:00
40622,2021,8,20,6,18.999,48.868,11.243,7.3026,0.0,0.0,89.75,,,,5.9765,28.4,5.0,5.0,5.0,5,,06,2021-08-20 06:00:00
40623,2021,8,20,7,19.158,47.572,11.653,5.6688,0.0,0.0,89.684,,,,5.4519,26.666,5.0,5.0,5.0,5,,07,2021-08-20 07:00:00
40624,2021,8,20,8,21.193,42.033,14.612,0.21795,0.0,0.0,89.684,,,,4.1425,21.999,5.0,5.0,5.0,5,,08,2021-08-20 08:00:00
40625,2021,8,20,9,22.224,40.358,16.004,5.948,0.0,0.0,89.684,,,,5.5292,26.926,5.0,5.0,5.0,5,,09,2021-08-20 09:00:00
40626,2021,8,20,10,22.953,40.667,16.622,3.9387,0.0,0.0,89.684,,,,4.9967,25.103,5.0,5.0,5.0,5,,10,2021-08-20 10:00:00
40627,2021,8,20,11,23.976,36.069,19.058,5.0719,0.0,0.0,89.812,,,,5.3888,26.453,5.0,5.0,5.0,5,,11,2021-08-20 11:00:00
40628,2021,8,20,12,23.876,29.169,20.97,5.3443,0.0,0.0,90.137,728.12,1079.5,718.56,5.7236,27.572,5.0,5.0,5.0,5,,12,2021-08-20 12:00:00
40629,2021,8,20,13,25.013,31.991,21.553,0.60791,0.0,0.0,90.316,,,,4.6252,23.783,5.0,5.0,5.0,5,,13,2021-08-20 13:00:00
40630,2021,8,20,14,26.983,28.102,25.614,9.5127,0.0,0.0,90.757,,,,7.715,33.722,5.0,5.0,5.0,5,,14,2021-08-20 14:00:00
40631,2021,8,20,15,27.058,26.469,26.307,10.617,0.0,0.0,91.194,,,,8.6814,36.453,5.0,5.0,5.0,5,,15,2021-08-20 15:00:00
40632,2021,8,20,16,25.814,28.678,23.739,10.234,0.0,0.0,91.406,,,,8.7754,36.711,5.0,5.0,5.0,5,,16,2021-08-20 16:00:00
40633,2021,8,20,17,24.761,32.132,21.216,9.2849,0.0,0.0,91.415,,,,8.3768,35.608,5.0,5.0,5.0,5,,17,2021-08-20 17:00:00
40634,2021,8,20,18,22.949,35.607,18.029,5.7139,0.0,0.0,91.415,,,,6.9973,31.596,5.0,5.0,5.0,5,,18,2021-08-20 18:00:00
40635,2021,8,20,19,22.067,37.336,16.644,7.9495,0.0,0.0,91.415,,,,7.8317,34.06,5.0,5.0,5.0,5,,19,2021-08-20 19:00:00
40636,2021,8,20,20,19.963,49.655,11.751,5.2261,0.0,0.0,91.121,,,,6.5482,30.216,5.0,5.0,5.0,5,,20,2021-08-20 20:00:00
40637,2021,8,20,21,18.184,51.39,10.171,12.676,0.0,0.0,90.75,,,,9.0399,37.431,5.0,5.0,5.0,5,,21,2021-08-20 21:00:00
40638,2021,8,20,22,16.99,63.667,7.0373,11.484,0.0,0.0,90.102,,,,7.7597,33.852,5.0,5.0,5.0,5,,22,2021-08-20 22:00:00
40639,2021,8,20,23,16.091,62.356,6.8864,6.6108,0.0,0.0,89.626,,,,5.6698,27.395,5.0,5.0,5.0,5,,23,2021-08-20 23:00:00
40640,2021,8,21,0,16.339,62.035,7.0577,14.603,0.0,0.0,89.154,,,,7.9265,34.332,5.0,5.0,5.0,5,,00,2021-08-21 00:00:00
40641,2021,8,21,1,16.952,55.663,8.5698,6.3694,0.0,0.0,88.953,,,,5.0859,25.414,5.0,5.0,5.0,5,,01,2021-08-21 01:00:00
40642,2021,8,21,2,17.906,52.314,9.789,10.058,0.0,0.0,88.851,,,,6.0356,28.591,5.0,5.0,5.0,5,,02,2021-08-21 02:00:00
40643,2021,8,21,3,17.877,52.417,9.7451,13.215,0.0,0.0,88.754,,,,6.9785,31.539,5.0,5.0,5.0,5,,03,2021-08-21 03:00:00
40644,2021,8,21,4,18.001,51.086,10.105,10.203,0.0,0.0,88.706,,,,5.9543,28.328,5.0,5.0,5.0,5,,04,2021-08-21 04:00:00
40645,2021,8,21,5,18.055,51.714,10.005,7.3922,0.0,0.0,88.654,,,,5.1299,25.567,5.0,5.0,5.0,5,,05,2021-08-21 05:00:00
40646,2021,8,21,6,16.971,55.554,8.6016,5.7431,0.0,0.0,88.517,,,,4.6285,23.795,5.0,5.0,5.0,5,,06,2021-08-21 06:00:00
40647,2021,8,21,7,18.047,55.819,9.1639,0.59509,0.0,0.0,88.43,,,,3.5269,19.594,5.0,5.0,5.0,5,,07,2021-08-21 07:00:00
40648,2021,8,21,8,19.155,48.424,11.456,8.2775,0.0,0.0,88.43,,,,5.1942,25.788,5.0,5.0,5.0,5,,08,2021-08-21 08:00:00
40649,2021,8,21,9,20.814,45.073,13.527,12.445,0.0,0.0,88.43,,,,6.4079,29.777,5.0,5.0,5.0,5,,09,2021-08-21 09:00:00
40650,2021,8,21,10,19.285,54.993,10.084,11.548,0.0,0.0,88.36,,,,6.0629,28.679,5.0,5.0,5.0,5,,10,2021-08-21 10:00:00
40651,2021,8,21,11,19.25,55.067,10.047,7.6199,0.0,0.0,88.301,,,,4.9325,24.878,5.0,5.0,5.0,5,,11,2021-08-21 11:00:00
